 EVN Resources: ConText 1.0.0
 ---------------------------------
 Analysed: 2006.04.20 at 19:21
 
 Files :
 -------
   1 : EV Data
   2 : EV Graphics
   3 : EV Ships
   4 : EV Sounds
   5 : EV Titles
   6 : Nova Essentials
   7 : Nova Music
 -------

 Full EVN Resource Listing:
 ----------------------------------

 Total Resources Found    : 1678
 --------------------------

    bööm Found    : 3
    chär Found    : 1
    cölr Found    : 1
    crön Found    : 0
    dësc Found    : 648
    düde Found    : 67
    flët Found    : 19
    gövt Found    : 25
    ïntf Found    : 1
    jünk Found    : 19
    mïsn Found    : 116
    nëbu Found    : 2
    oütf Found    : 53
    öops Found    : 52
    përs Found    : 220
    ränk Found    : 0
    röid Found    : 16
    shän Found    : 27
    shïp Found    : 27
    spïn Found    : 83
    spöb Found    : 107
    sÿst Found    : 108
    wëap Found    : 25
    STR  Found    : 0
    STR# Found    : 58
 --------------------------

 Resource Duplicates by Type:
 ----------------------------

 ----------------------------


• Begin Output
••••••••••••••••

• Begin bööm
"Type"	"ID"	"Name"	"File"	"FrameAdvance"	"SoundIndex"	"GraphicIndex"	"EOR"
bööm	128	"FAE Small"	"Nova Essentials"	100	2	0	"•"
bööm	129	"FAE Medium"	"Nova Essentials"	100	1	1	"•"
bööm	130	"FAE Large"	"Nova Essentials"	100	0	2	"•"
• Begin chär
"Type"	"ID"	"Name"	"File"	"startCash"	"startShipType"	"startSystem1"	"startSystem2"	"startSystem3"	"startSystem4"	"startGovt1"	"startGovt2"	"startGovt3"	"startGovt4"	"startStatus1"	"startStatus2"	"startStatus3"	"startStatus4"	"startKills"	"introTextID"	"introPictID1"	"introPictID2"	"introPictID3"	"introPictID4"	"introPictDelay1"	"introPictDelay2"	"introPictDelay3"	"introPictDelay4"	"onStart"	"Flags"	"startDay"	"starMonth"	"startYear"	"DatePrefix"	"DateSuffix"	"EOR"
chär	128	".Trader"	"EV Data"	10000	128	128	128	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0	20000	8200	-1	-1	-1	45	-1	-1	-1	""	0x0001	4	5	2246	""	""	"•"
• Begin cölr
"Type"	"ID"	"Name"	"File"	"ButtonUp"	"ButtonDown"	"ButtonGrey"	"MenuFont"	"MenuFontSize"	"MenuColor1"	"MenuColor2"	"GridBright"	"GridDim"	"ProgArea.left"	"ProgArea.top"	"ProgArea.right"	"ProgArea.bottom"	"ProgBright"	"ProgDim"	"ProgOutline"	"Button1x"	"Button1y"	"Button2x"	"Button2y"	"Button3x"	"Button3y"	"Button4x"	"Button4y"	"Button5x"	"Button5y"	"Button6x"	"Button6y"	"FloatingMap"	"ListText"	"ListBkgnd"	"ListHilite"	"EscortHilite"	"ButtonFont"	"ButtonFontSz"	"LogoX"	"LogoY"	"RolloverX"	"RolloverY"	"SliderX1"	"SliderY1"	"SliderX2"	"SliderY2"	"SliderX3"	"SliderY3"	"EOR"
cölr	128	"EV Colors"	"EV Titles"	#FFFFFF	#00FF00	#000000	"Geneva"	9	#00FF00	#008200	#00FF00	#404040	-100	280	100	290	#00FF00	#008200	#404040	272	388	272	460	272	528	520	388	520	460	520	528	#0C0C0C	#FFFFFF	#000000	#008200	#008200	"Crillee"	12	276	132	8448	8416	272	388	272	460	272	528	"•"
• Begin dësc
"Type"	"ID"	"Name"	"File"	"Graphic"	"Movie"	"Flags"	"Description"	"EOR"
dësc	8104	""	"EV Data"	-1	""	0x0000	"You find and sneak the scientist past the Ruby security forces. “No time for small talk,” the scientist says. “Get me the hell out of here, and I’ll tell you anything you want to know.”"	"•"
dësc	8105	""	"EV Data"	-1	""	0x0000	"“GO! GO! GO!,” the SEAL commander screams. “We’ve got the data, now get us the hell out of here!”"	"•"
dësc	8106	""	"EV Data"	-1	""	0x0000	"You land on the planet and trasmit the coded message given to you on Palshife with your current coordinates. After several hours, you hear a knock on the hull. “Boy, are we glad to see you,” the SEAL commander says. “We only had about a week’s worth of supplies and oxygen left. It seems I owe you my life this time, Captain. We got the data. Get us back to Palshife.”"	"•"
dësc	8107	""	"EV Data"	-1	""	0x0000	"Your boarding party quickly recovers the prototype weapon and returns to stow the device in your hold."	"•"
dësc	8109	""	"EV Data"	-1	""	0x0000	"As you land a ragged looking woman approaches you. She hands you a single plastic card with a gold chip embedded in it. “Keep it safe...” is all she says as she walks on by and fades into the mass of people in this gritty docking area."	"•"
dësc	8110	""	"EV Data"	-1	""	0x0000	"As you board the ship everyone is glad to see you.  You yell out asking if there are any friends of Lucas on board.  A young man fights through the throng of people and presents himself to you. “I have important information for Lucas.  You have to get me to him immediately.” The two of you board the <PSN>, ignoring the rest of the passengers and crew."	"•"
dësc	8111	""	"EV Data"	-1	""	0x0000	"As Joseph leaves your ship he gives you new directions: “My father has traveled to <RST> and is meeting with Rebel leaders to try to secure help against the pirates. Proceed there and meet him - he will give you your payment. In the meantime, I will talk to the Hunters.\q"	"•"
dësc	8112	""	"EV Data"	-1	""	0x0000	"As Lucas leaves your ship he says, “Thank you for the lift, my friend. Please go to <RST> and tell my son that all is nearly ready. If the militias and Rebels won’t help, then perhaps I will find another here who will.”"	"•"
dësc	9005	""	"EV Data"	-1	""	0x0000	"You activate the core-drilling rig and extract <CQ> tons of core samples from the crust of <DST>."	"•"
dësc	9107	""	"EV Data"	-1	""	0x0000	"“Unfortunately, you destroyed the weapon, Captain,” the Rebel officer says, shaking his head. “However, at least the ’Feds didn’t get it. Without the weapon, we can’t pay you, though. Thank you for all your assistance.”"	"•"
dësc	10002	""	"EV Data"	-1	""	0x0000	"The sign above the door to this spaceport cantina is made of a piece of the heatshield of a 21st-century reentry vehicle. It reads “The Aerobrake.”"	"•"
dësc	10004	""	"EV Data"	-1	""	0x0000	"Welcome to The Bunker - the most heavily shielded bar in the Sol system!"	"•"
dësc	10005	""	"EV Data"	-1	""	0x0000	"Welcome to the Levo Bar & Grill - home of the best plastiburgers this side of the Gamma Quadrant!"	"•"
dësc	10006	""	"EV Data"	-1	""	0x0000	"The sign on the window of the spaceport bar advertises “Real, Old-Fashioned Guinesses.”"	"•"
dësc	10008	""	"EV Data"	-1	""	0x0000	"Welcome to The Sandblast, Dune’s local spacebort tavern."	"•"
dësc	10009	""	"EV Data"	-1	""	0x0000	"The sign outside the door reads “Welcome to Cloud Nine.”"	"•"
dësc	10010	""	"EV Data"	-1	""	0x0000	"Welcome to The Max - Gamorrean Starbursts are only 5 credits on Thursdays!"	"•"
dësc	10011	""	"EV Data"	-1	""	0x0000	"Welcome to The Jump Point."	"•"
dësc	10012	""	"EV Data"	-1	""	0x0000	"Welcome to the Northstar bar & grill."	"•"
dësc	10016	""	"EV Data"	-1	""	0x0000	"Welcome to Pat’s Airlock - Home of the finest chips in the galaxy."	"•"
dësc	10019	""	"EV Data"	-1	""	0x0000	"This bar is called The Flatlands. Somehow, you don’t find yourself wondering why."	"•"
dësc	10021	""	"EV Data"	-1	""	0x0000	"Welcome to The Refinery - We specialize in petroleum, deuterium, and alcohol, of course!"	"•"
dësc	10022	""	"EV Data"	-1	""	0x0000	"Ironically, the bar in New Sahara’s spaceport is named Ocean Breeze."	"•"
dësc	10023	""	"EV Data"	-1	""	0x0000	"Welcome to The Drop Zone. Care to try our 2-for-1 special on synthobeer?"	"•"
dësc	10024	""	"EV Data"	-1	""	0x0000	"If this tavern is any indication, you can plainly see that while Plateau may be flat, it certainly isn’t boring. Sights and sounds from across the galaxy assault your senses from all directions."	"•"
dësc	10028	""	"EV Data"	-1	""	0x0000	"This is your average spaceport bar - dark and dingy, but with the touch of class that comes with serving the pilots of ships that travel to the stars."	"•"
dësc	10031	""	"EV Data"	-1	""	0x0000	"This is surely an unremarkable tavern for a planet that’s practically covered with them."	"•"
dësc	10032	""	"EV Data"	-1	""	0x0000	"The floors of the Sandstorm Bar & Grill have been polished smooth by the abrasive sand that spacers track in from outside, on the landing pads."	"•"
dësc	10033	""	"EV Data"	-1	""	0x0000	"At the Palshife Spaceport Bar, it’s a tradition to raise a glass to friends and aquaintances who have died in combat with the Confederation tyrants."	"•"
dësc	10035	""	"EV Data"	-1	""	0x0000	"This spaceport bar is mounted near the top of the air-traffic control tower, providing a spectacular view of the spaceport and the countryside beyond."	"•"
dësc	10036	""	"EV Data"	-1	""	0x0000	"The walls of this bar are fairly covered with the residue of all the tall tales that have been told in here."	"•"
dësc	10037	""	"EV Data"	-1	""	0x0000	"The bartender at the Zaxted Pub will serve you any drink you want, as long as it’s not synthetic."	"•"
dësc	10039	""	"EV Data"	-1	""	0x0000	"This is just another unremarkable bar, on an unremarkable planet. The only thing that’s different is the logo on the napkins. That, and the pretzels are slightly saltier here."	"•"
dësc	10043	""	"EV Data"	-1	""	0x0000	"The proprietor, a war veteran, has covered the walls of this bar with old news printouts from the Great War."	"•"
dësc	10045	""	"EV Data"	-1	""	0x0000	"The slightly inebriated customers of this spaceport pub invite you in to play Caber Tag... “A real man’s game!”"	"•"
dësc	10046	""	"EV Data"	-1	""	0x0000	"The Pot O’ Gold Tavern is covered with pictures of Old Ireland."	"•"
dësc	10048	""	"EV Data"	-1	""	0x0000	"Diphidia’s spaceport bar is decorated in a maritime theme, reflecting the planet’s heavy emphasis on ocean-based industry and trade."	"•"
dësc	10049	""	"EV Data"	-1	""	0x0000	"This bar is festooned with mountain-climbing paraphernalia; rock-climbing is a popular sport among the cliffs of New Columbia. "	"•"
dësc	10053	""	"EV Data"	-1	""	0x0000	"This bar is perplexingly decorated with examples of primitive computer technology, though you can’t fathom the reason why."	"•"
dësc	10055	""	"EV Data"	-1	""	0x0000	"The Blackthorne Cantina is generally not a good place to bring the kids."	"•"
dësc	10059	""	"EV Data"	-1	""	0x0000	"This hole-in-the-wall of a bar is where the bored and tired crewmembers who work for the refinery come after a long shift in the fluid processing facility."	"•"
dësc	10060	""	"EV Data"	-1	""	0x0000	"Welcome to the Ursa Minor Bar. Our drink of the day is the Samarium Cobalt Sunset."	"•"
dësc	10062	""	"EV Data"	-1	""	0x0000	"The miners and engineers of the Pegasus colony often come here to the Unicorn Tavern to relax after a long shift."	"•"
dësc	10063	""	"EV Data"	-1	""	0x0000	"This is a lonely bar on a lonely world. The bartender is glad for the company: the few people who do stop in here each day usually would rather be in a spaceport bar in a more exciting star system... anywhere but Sauron."	"•"
dësc	10064	""	"EV Data"	-1	""	0x0000	"The Total Eclipse Bar is, surprisingly, extremely bright inside. You wonder if the powerful halogen lighting in the establishment is a subconscious response to the pervasive darkness outside."	"•"
dësc	10065	""	"EV Data"	-1	""	0x0000	"This pub is the spaceport’s premier authentic-German beverage-vending establishment."	"•"
dësc	10068	""	"EV Data"	-1	""	0x0000	"The Jayock Tavern is decorated with pictures of strange, mythical creatures from many different planets."	"•"
dësc	10071	""	"EV Data"	-1	""	0x0000	"The sign outside originally read “Murphy Spaceport Bar,” but some wag has changed it to read “The School Of Hard Knocks.”"	"•"
dësc	10075	""	"EV Data"	-1	""	0x0000	"Welcome to the Tree Hugger Juice Bar. Today’s special is fresh-squeezed alfalfa juice, produced by union labor and poured into\rnon-polluting handcrafted earthenware mugs."	"•"
dësc	10079	""	"EV Data"	-1	""	0x0000	"The Buzzbird Bar is a great place to relax, what with all the humming peepers they keep in cages all over the barroom. The employees of the bar wear special earplugs to keep from being lulled into peaceful catatonia while on the job."	"•"
dësc	10080	""	"EV Data"	-1	""	0x0000	"The entire 10-meter length of this bar is covered with the hide of a single Banderfrog. Your admire the designers for picking such a durable material with which to decorate this establishment; however, you question their choice of colors."	"•"
dësc	10081	""	"EV Data"	-1	""	0x0000	"The spaceport bar on Sirgil III is very quiet... all the action seems to be taking place up in orbit at the Sirgil Starport."	"•"
dësc	10082	""	"EV Data"	-1	""	0x0000	"This bar is packed with people. Apparently, business is booming for the shopowners and entrepreneurs of Sirgil Starport, because people from all over the galaxy come here to trade their wares."	"•"
dësc	10084	""	"EV Data"	-1	""	0x0000	"This is just another unremarkable spaceport bar, much like all the others you’ve seen in your travels. However, they do seem to mix an especially good vodka and plinkberry juice here."	"•"
dësc	10085	""	"EV Data"	-1	""	0x0000	"The dimly lit “Bottom O’ The Bucket” is filled with starborne mercenaries and other remnants of the Lethe-Cydonia war. The bartender looks nervously at you, always keeping one eye on the entrance."	"•"
dësc	10086	""	"EV Data"	-1	""	0x0000	"The holovid in the corner of the Lethe spaceport bar is perpetually tuned to one of the Lethe news services, so that the patrons can keep up to date on the progress of the war."	"•"
dësc	10090	""	"EV Data"	-1	""	0x0000	"The Eyepatch Tavern is definitely not a place you want to insult drunken pirates in. Or sober ones, for that matter."	"•"
dësc	10093	""	"EV Data"	-1	""	0x0000	"The spaceport bar on Ruby is frequented by scientists, engineers, and technicians from the various research facilities housed in nearby structures."	"•"
dësc	10097	""	"EV Data"	-1	""	0x0000	"Each member of the insipid band that is attempting to entertain the drunken patrons of this bar seems to be playing his part in a different key from everyone else."	"•"
dësc	10101	""	"EV Data"	-1	""	0x0000	"Ah, the Evildrome Boozarama. Built out of the remains of a crashed freighter, this bar is frequented by some of the roughest characters in the galaxy. A starship captain can be shot on sight just for parking his ship on some pirate’s favorite landing pad."	"•"
dësc	10105	""	"EV Data"	-1	""	0x0000	"The guy at the next table looks so nasty that you wouldn’t be surprised if he had a wooden leg and an eyepatch. As you glance about uneasily, you become aware of how easy it would be for you to have your throat slit in this place."	"•"
dësc	13000	""	"EV Data"	-1	""	0x0000	"The Rendelli StarDrive Model 805R cargo shuttle is perhaps the least glamorous, but also the most versatile, of all starships. Its diminutive size and low cost make it popular with the smaller shipping firms and charter services, and it makes a good courier ship as well. Its boxy appearance belies its rugged and durable construction. This sturdy little vessel is found virtually everywhere in the galaxy."	"•"
dësc	13001	""	"EV Data"	-1	""	0x0000	"Allied Shipyards’ stalwart Model AS129 light freighter has been one of the most popular cargo ships on the market for the last decade. Its speed and maneuverability aren’t the best, and its survivability in combat is questionable, but it can still haul more goods than its closest rival, the CDX Argosy."	"•"
